# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
TTC39B	ENSG00000155158	ENST00000582994	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TTC5	ENSG00000136319	ENST00000556592	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TTC6	ENSG00000139865	ENST00000267368	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TTC6	ENSG00000139865	ENST00000382320	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TTC6	ENSG00000139865	ENST00000476979	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TTC6	ENSG00000139865	ENST00000478811	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TTC6	ENSG00000139865	ENST00000533625	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
TTC6	ENSG00000139865	ENST00000553443	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TTC7B	ENSG00000165914	ENST00000328459	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1
TTC7B	ENSG00000165914	ENST00000553948	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TTC7B	ENSG00000165914	ENST00000553972	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
TTC7B	ENSG00000165914	ENST00000554654	processed_transcript	0	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
TTC7B	ENSG00000165914	ENST00000555005	nonsense_mediated_decay	0	0	0	7	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1
TTC7B	ENSG00000165914	ENST00000555239	nonsense_mediated_decay	0	0	0	5	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0
TTC7B	ENSG00000165914	ENST00000555894	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
TTC7B	ENSG00000165914	ENST00000556490	processed_transcript	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTC7B	ENSG00000165914	ENST00000556749	retained_intron	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTC7B	ENSG00000165914	ENST00000557292	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
TTC7B	ENSG00000165914	ENST00000557766	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TTLL1	ENSG00000100271	ENST00000266254	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TTLL1	ENSG00000100271	ENST00000331018	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TTLL1	ENSG00000100271	ENST00000439248	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TTLL1	ENSG00000100271	ENST00000440761	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TTLL3	ENSG00000214021	ENST00000310252	protein_coding	0	0	0	17	0	0	0	0	0	0	3	0	12	0	0	0	0	0	0	0	0	0	0	0	2
TTLL3	ENSG00000214021	ENST00000383827	protein_coding	0	0	0	15	2	0	1	0	0	0	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0
TTLL3	ENSG00000214021	ENST00000414814	protein_coding	0	0	0	4	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1
TTLL3	ENSG00000214021	ENST00000417065	protein_coding	0	0	0	5	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	1
TTLL3	ENSG00000214021	ENST00000418745	protein_coding	0	0	0	4	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1
TTLL3	ENSG00000214021	ENST00000419081	protein_coding	0	0	0	4	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1
TTLL3	ENSG00000214021	ENST00000422738	protein_coding	0	0	0	5	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	2
TTLL3	ENSG00000214021	ENST00000426827	protein_coding	0	0	0	4	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1
TTLL3	ENSG00000214021	ENST00000426895	protein_coding	1	0	0	17	0	0	0	0	0	0	2	0	14	0	0	0	0	0	1	0	1	0	0	0	1
TTLL3	ENSG00000214021	ENST00000427220	nonsense_mediated_decay	0	1	0	20	1	1	1	0	0	0	2	0	13	0	2	0	0	0	0	0	0	0	0	0	1
TTLL3	ENSG00000214021	ENST00000430390	nonsense_mediated_decay	0	1	0	18	1	0	0	0	0	0	2	0	13	0	1	0	0	0	1	0	0	0	0	0	2
TTLL3	ENSG00000214021	ENST00000430718	protein_coding	0	0	0	4	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1
TTLL3	ENSG00000214021	ENST00000430793	protein_coding	1	0	0	14	0	0	0	0	0	0	2	0	11	0	0	0	0	0	0	0	1	0	0	0	1
TTLL3	ENSG00000214021	ENST00000431204	nonsense_mediated_decay	0	0	0	15	0	0	0	0	0	0	3	0	11	0	0	0	0	0	0	0	0	0	0	0	1
TTLL3	ENSG00000214021	ENST00000438141	nonsense_mediated_decay	0	1	0	15	1	0	0	0	0	0	2	0	11	0	1	0	0	0	1	0	0	0	0	0	1
TTLL3	ENSG00000214021	ENST00000438596	protein_coding	0	0	0	4	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1
TTLL3	ENSG00000214021	ENST00000439814	protein_coding	0	0	0	4	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1
TTLL3	ENSG00000214021	ENST00000443148	protein_coding	1	0	0	15	0	0	0	0	0	0	2	0	12	0	0	0	0	0	0	0	1	0	0	0	1
TTLL3	ENSG00000214021	ENST00000452597	protein_coding	0	0	0	4	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1
TTLL3	ENSG00000214021	ENST00000452823	protein_coding	0	0	0	13	0	0	0	0	0	0	8	0	3	0	0	0	0	0	0	0	0	0	0	0	2
TTLL3	ENSG00000214021	ENST00000455274	protein_coding	0	0	0	20	0	0	1	0	0	0	2	0	17	0	0	0	0	0	0	0	0	0	0	0	0
TTLL3	ENSG00000214021	ENST00000459758	retained_intron	0	0	0	4	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1
TTLL3	ENSG00000214021	ENST00000466245	processed_transcript	0	0	0	11	0	0	0	0	0	0	3	0	6	0	0	0	0	0	0	0	0	0	0	0	2
TTLL3	ENSG00000214021	ENST00000471058	protein_coding	0	0	0	13	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	7
TTLL3	ENSG00000214021	ENST00000473661	nonsense_mediated_decay	0	0	0	17	1	0	1	0	0	0	2	0	11	0	2	0	0	0	0	0	0	0	0	0	0
TTLL3	ENSG00000214021	ENST00000474948	nonsense_mediated_decay	0	0	0	5	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	2
TTLL3	ENSG00000214021	ENST00000482269	retained_intron	0	0	0	11	0	0	0	0	0	0	3	0	6	0	0	0	0	0	0	0	0	0	0	0	2
TTLL3	ENSG00000214021	ENST00000483051	retained_intron	0	0	0	17	0	0	0	0	0	0	1	0	12	0	2	0	0	0	0	0	0	0	0	0	2
TTLL3	ENSG00000214021	ENST00000492440	retained_intron	0	0	0	10	0	0	0	0	0	0	3	0	0	0	5	0	0	0	0	0	0	0	0	0	2
TTLL3	ENSG00000214021	ENST00000493241	retained_intron	0	1	0	5	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	3
TTLL3	ENSG00000214021	ENST00000496246	nonsense_mediated_decay	0	0	0	5	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	2
TTLL3	ENSG00000214021	ENST00000496526	retained_intron	0	2	0	15	0	0	0	0	0	0	2	0	11	0	2	0	0	0	2	0	0	0	0	0	2
TTLL3	ENSG00000214021	ENST00000602338	retained_intron	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TTLL5	ENSG00000119685	ENST00000298832	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
TTLL5	ENSG00000119685	ENST00000554510	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
TTLL5	ENSG00000119685	ENST00000555018	protein_coding	0	0	0	12	0	0	0	0	0	0	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0
TTLL5	ENSG00000119685	ENST00000556893	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
TTLL5	ENSG00000119685	ENST00000557636	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
TTLL5	ENSG00000119685	ENST00000608522	processed_transcript	0	0	0	11	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	2
TTLL6	ENSG00000170703	ENST00000376681	nonsense_mediated_decay	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
TTLL6	ENSG00000170703	ENST00000393382	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
TTLL6	ENSG00000170703	ENST00000416950	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
TTLL6	ENSG00000170703	ENST00000424018	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
TTLL6	ENSG00000170703	ENST00000433608	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
TTLL6	ENSG00000170703	ENST00000456415	nonsense_mediated_decay	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
TTLL6	ENSG00000170703	ENST00000470462	processed_transcript	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
TTLL6	ENSG00000170703	ENST00000490027	retained_intron	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
TTLL6	ENSG00000170703	ENST00000509809	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TTPA	ENSG00000137561	ENST00000260116	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
TTPA	ENSG00000137561	ENST00000521138	processed_transcript	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
TTYH1	ENSG00000167614	ENST00000301194	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TTYH1	ENSG00000167614	ENST00000376530	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TTYH1	ENSG00000167614	ENST00000376531	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TTYH1	ENSG00000167614	ENST00000391739	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TTYH1	ENSG00000167614	ENST00000425969	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTYH1	ENSG00000167614	ENST00000445095	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTYH1	ENSG00000167614	ENST00000461302	processed_transcript	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTYH1	ENSG00000167614	ENST00000476757	processed_transcript	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTYH1	ENSG00000167614	ENST00000476863	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TTYH1	ENSG00000167614	ENST00000487134	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TTYH1	ENSG00000167614	ENST00000489425	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TTYH1	ENSG00000167614	ENST00000492920	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TUBA4A	ENSG00000127824	ENST00000248437	protein_coding	0	0	0	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2
TUBA4A	ENSG00000127824	ENST00000392088	protein_coding	0	0	0	7	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3
TUBA4A	ENSG00000127824	ENST00000398989	protein_coding	0	0	0	17	0	0	0	0	0	0	4	0	10	0	0	0	0	0	0	0	0	0	0	0	3
TUBA4A	ENSG00000127824	ENST00000425551	protein_coding	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TUBA4A	ENSG00000127824	ENST00000427737	protein_coding	0	0	0	17	0	0	0	0	0	0	4	0	10	0	0	0	0	0	0	0	0	0	0	0	3
TUBA4A	ENSG00000127824	ENST00000447205	protein_coding	0	0	0	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2
TUBA4A	ENSG00000127824	ENST00000456818	protein_coding	0	0	0	5	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TUBA4A	ENSG00000127824	ENST00000462806	retained_intron	0	0	0	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2
TUBA4A	ENSG00000127824	ENST00000475683	retained_intron	0	0	0	5	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2
TUBA4A	ENSG00000127824	ENST00000498660	processed_transcript	0	0	0	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2
TUBA4B	ENSG00000243910	ENST00000473885	processed_transcript	0	0	0	11	0	0	0	0	0	0	2	0	7	0	1	0	0	0	0	0	0	0	0	0	1
TUBA4B	ENSG00000243910	ENST00000485041	processed_transcript	0	0	0	11	0	0	0	0	0	0	2	0	7	0	1	0	0	0	0	0	0	0	0	0	1
TUBA4B	ENSG00000243910	ENST00000490341	protein_coding	0	0	1	10	0	0	0	0	0	0	2	0	7	1	0	0	0	0	0	0	0	0	0	0	1
TUBAP2	ENSG00000214391	ENST00000530835	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TUBB6	ENSG00000176014	ENST00000317702	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TUBB6	ENSG00000176014	ENST00000590693	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TUBB8P9	ENSG00000235827	ENST00000422534	unprocessed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TUBBP5	ENSG00000159247	ENST00000503395	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TUBBP5	ENSG00000159247	ENST00000635438	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TUBG1	ENSG00000131462	ENST00000251413	protein_coding	0	0	0	9	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	4
TUBG1	ENSG00000131462	ENST00000588056	retained_intron	0	0	0	7	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	4
TUBG1	ENSG00000131462	ENST00000589613	retained_intron	0	0	0	6	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	4
TUBG1	ENSG00000131462	ENST00000589688	nonsense_mediated_decay	0	0	0	9	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	4
TUBG1	ENSG00000131462	ENST00000591509	protein_coding	0	0	0	9	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	4
TUBGCP3	ENSG00000126216	ENST00000261965	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1
TUBGCP3	ENSG00000126216	ENST00000375669	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1
TUBGCP3	ENSG00000126216	ENST00000464139	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1
TUBGCP3	ENSG00000126216	ENST00000483532	processed_transcript	0	0	0	5	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1
TUBGCP5	ENSG00000275835	ENST00000614508	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TULP3	ENSG00000078246	ENST00000397132	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TULP3	ENSG00000078246	ENST00000448120	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TULP3	ENSG00000078246	ENST00000538354	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TULP3	ENSG00000078246	ENST00000538704	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TULP3	ENSG00000078246	ENST00000540184	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TULP3	ENSG00000078246	ENST00000541678	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TULP3	ENSG00000078246	ENST00000544943	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TULP3	ENSG00000078246	ENST00000545331	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TULP4	ENSG00000130338	ENST00000367097	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TUSC3	ENSG00000104723	ENST00000382020	protein_coding	0	0	0	9	0	0	0	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0
TUSC3	ENSG00000104723	ENST00000503191	processed_transcript	0	0	0	9	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
TUSC3	ENSG00000104723	ENST00000503731	protein_coding	0	0	0	9	0	0	0	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0
TUSC3	ENSG00000104723	ENST00000506802	protein_coding	0	0	0	9	0	0	0	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0
TUSC3	ENSG00000104723	ENST00000507316	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TUSC3	ENSG00000104723	ENST00000507400	processed_transcript	0	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
TUSC3	ENSG00000104723	ENST00000508446	processed_transcript	0	0	0	3	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TUSC3	ENSG00000104723	ENST00000509177	retained_intron	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TUSC3	ENSG00000104723	ENST00000509380	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
TUSC3	ENSG00000104723	ENST00000510836	nonsense_mediated_decay	0	0	0	9	0	0	0	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0
TUSC3	ENSG00000104723	ENST00000511342	retained_intron	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TUSC3	ENSG00000104723	ENST00000511783	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
TUSC3	ENSG00000104723	ENST00000515859	nonsense_mediated_decay	0	0	0	9	0	0	0	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0
TVP23BP2	ENSG00000108442	ENST00000455082	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TVP23CP1	ENSG00000223584	ENST00000450317	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TWIST2	ENSG00000233608	ENST00000612363	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TWSG1	ENSG00000128791	ENST00000262120	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TWSG1	ENSG00000128791	ENST00000581641	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TWSG1	ENSG00000128791	ENST00000583147	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TXK	ENSG00000074966	ENST00000264316	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TXK	ENSG00000074966	ENST00000507351	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TXK	ENSG00000074966	ENST00000509681	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TXK	ENSG00000074966	ENST00000514937	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TXNL1	ENSG00000091164	ENST00000217515	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TXNL1P1	ENSG00000231879	ENST00000429528	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TXNRD1	ENSG00000198431	ENST00000429002	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
TXNRD1	ENSG00000198431	ENST00000525566	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
TXNRD1	ENSG00000198431	ENST00000534282	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
TXNRD2	ENSG00000184470	ENST00000334363	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TXNRD2	ENSG00000184470	ENST00000400518	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
TXNRD2	ENSG00000184470	ENST00000400519	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
TXNRD2	ENSG00000184470	ENST00000400521	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
TXNRD2	ENSG00000184470	ENST00000400525	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
TXNRD2	ENSG00000184470	ENST00000462330	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TXNRD2	ENSG00000184470	ENST00000462843	non_stop_decay	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TXNRD2	ENSG00000184470	ENST00000471835	retained_intron	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TXNRD2	ENSG00000184470	ENST00000474308	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
TXNRD2	ENSG00000184470	ENST00000475995	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TXNRD2	ENSG00000184470	ENST00000484672	processed_transcript	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TXNRD2	ENSG00000184470	ENST00000485358	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TXNRD2	ENSG00000184470	ENST00000487165	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TXNRD2	ENSG00000184470	ENST00000491939	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TXNRD2	ENSG00000184470	ENST00000494454	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
TXNRD2	ENSG00000184470	ENST00000495655	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TXNRD2	ENSG00000184470	ENST00000542719	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
